,CMPSI_NM,CMPSI_SCTIN_NM,소재지전체주소,상세영업상태명,lat,lon,kakao_score,지역
1405,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 243-18,폐업,38.32,128.53,0,강원도
1406,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 243-18,영업중,38.32,128.53,0,강원도
1407,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 243-18,영업중,38.32,128.53,0,강원도
1408,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 243-18,영업중,38.32,128.53,0,강원도
1409,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 1번지,폐업,38.32,128.53,0,강원도
1410,속초동해카라반호텔 캠핑장,자동차야영장,강원도 고성군 죽왕면 삼포리 243-13번지 오션투유콘도,폐업,38.32,128.53,0,강원도
1411,봉평마가리 캠핑장,자동차야영장,강원도 평창군 봉평면 원길리 555,영업중,37.65,128.37,5.0,강원도
1412,봉황산자연휴양림 야영장,일반야영장,전라남도 여수시 돌산읍 신복리 24번지,영업중,34.61,127.76,0.0,전라남도
1413,봉황산자연휴양림 제2야영장,일반야영장,전라남도 여수시 돌산읍 신복리 산 391번지,영업중,34.62,127.76,0.0,전라남도
1414,부례관광지,"일반야영장,카라반",경상북도 고령군 우곡면 예곡리 97번지 부례 관광지,폐업,35.67,128.36,5.0,경상북도
1415,부례관광지,"일반야영장,카라반",경상북도 고령군 우곡면 예곡리 97 부례 관광지,영업중,35.67,128.36,5.0,경상북도
1416,부여사나래캠핑농원,일반야영장,충청남도 부여군 양화면 시음리 412,영업중,36.09,126.86,5.0,충청남도
1417,부재산방 캠핑장,일반야영장,경상남도 창원시 마산합포구 진전면 평암리 254,영업중,35.15,128.41,0.0,경상남도
1418,북상휴양관 빨간자전거 캠핑장,"일반야영장,카라반",전라남도 장성군 북하면 신성리 71-1,폐업,35.43,126.85,0,전라남도
1419,북캠프,글램핑,충청남도 공주시 신풍면 영정리 177-4,영업중,36.51,126.99,0.0,충청남도
1420,불루캠핑장,일반야영장,충청북도 단양군 가곡면 어의곡리 95-2,영업중,36.99,128.46,0.0,충청북도
1421,불루캠핑장,일반야영장,충청북도 단양군 가곡면 어의곡리 113-10번지,영업중,36.99,128.46,0.0,충청북도
1422,불루캠핑장,일반야영장,충청북도 단양군 가곡면 어의곡리 114-2번지,영업중,36.99,128.46,0.0,충청북도
1423,불정 자연휴양림,일반야영장,경상북도 문경시 불정동 산 71-1번지,영업중,36.62,128.14,0.0,경상북도
1424,블루마운틴,"자동차야영장,카라반,글램핑",대구광역시 동구 능성동 산 47-1,영업중,35.96,128.74,0.0,대구광역시
1425,비로야영장,일반야영장,경상북도 영주시 풍기읍 삼가리 251번지,영업중,36.92,128.5,1.7,경상북도
1426,비발디 캠핑파크,일반야영장,강원도 홍천군 서면 중방대리 364-6,영업중,37.66,127.61,3.8,강원도
1427,비슬산숲속오토캠핑장,자동차야영장,대구광역시 달성군 유가읍 용리 산 15번지,영업중,35.69,128.51,3.0,대구광역시
1428,비토섬 신우리조트 모던글램핑,"일반야영장,카라반,글램핑",경상남도 사천시 서포면 비토리 255-31,영업중,34.98,127.97,2.5,경상남도
1429,비토섬 신우리조트 모던글램핑,"일반야영장,카라반,글램핑",경상남도 사천시 서포면 비토리 255-33,영업중,34.98,127.97,2.5,경상남도
1430,비토애,글램핑,경상남도 사천시 서포면 비토리 255-31,영업중,34.98,127.97,2.0,경상남도
1431,비토애,글램핑,경상남도 사천시 서포면 비토리 255-33,영업중,34.98,127.97,2.0,경상남도
1432,카우 글램핑,글램핑,경상남도 사천시 서포면 비토리 255-31,영업중,34.98,127.97,4.4,경상남도
1433,카우 글램핑,글램핑,경상남도 사천시 서포면 비토리 255-33,영업중,34.98,127.97,4.4,경상남도
1434,비학농원캠핑장,자동차야영장,경기도 파주시 법원읍 직천리 760-4,영업중,37.89,126.91,4.0,경기도
1435,비학산자연휴양림,"일반야영장,카라반",경상북도 포항시 북구 기북면 탑정리 39 산림휴양관,영업중,36.15,129.21,5.0,경상북도
1436,사과랑 관광농원,일반야영장,충청남도 당진시 순성면 본리 80-1,영업중,36.83,126.74,0.0,충청남도
1437,사과향기캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 2,영업중,35.58,128.98,0.0,경상남도
1438,사과향기캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 3번지,영업중,35.58,128.98,0.0,경상남도
1439,사과향기캠핑장,일반야영장,경상남도 밀양시 산내면 삼양리 177-1,영업중,35.58,128.98,0.0,경상남도
1440,얼음골까투리캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 2,영업중,35.58,128.98,0.0,경상남도
1441,얼음골까투리캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 3번지,영업중,35.58,128.98,0.0,경상남도
1442,얼음골까투리캠핑장,일반야영장,경상남도 밀양시 산내면 삼양리 177-1,영업중,35.58,128.98,0.0,경상남도
1443,향림오토캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 2,영업중,35.58,128.98,3.0,경상남도
1444,향림오토캠핑장,일반야영장,경상남도 밀양시 산내면 남명리 3번지,영업중,35.58,128.98,3.0,경상남도
1445,향림오토캠핑장,일반야영장,경상남도 밀양시 산내면 삼양리 177-1,영업중,35.58,128.98,3.0,경상남도
1446,사나래관광농원,글램핑,경기도 양평군 용문면 중원리 580,영업중,37.55,127.62,0,경기도
1447,사나래글램핑장,자동차야영장,경기도 연천군 왕징면 북삼리 209-2번지,영업중,38.09,127.0,4.7,경기도
1448,사나래카라반캠핑장,"일반야영장,카라반",경상북도 포항시 남구 장기면 계원리 443-1,영업중,35.86,129.52,0,경상북도
1449,사선대캠핑장,일반야영장,전라북도 임실군 관촌면 관촌리 1010-17번지,휴업,35.67,127.27,0.0,전라북도
1450,사슬치 캠핑장,자동차야영장,강원도 영월군 주천면 용석리 331 외 1필지,폐업,37.22,128.3,0.0,강원도
1451,사지목 나무그늘,일반야영장,경상남도 양산시 원동면 내포리 573-2,영업중,35.39,128.95,0.0,경상남도
1452,산과별 관광농원,일반야영장,충청남도 공주시 사곡면 부곡리 274-3번지,영업중,36.59,127.02,0,충청남도
1453,산꽃벚꽃마을 오토캠핑장,일반야영장,충청남도 금산군 군북면 산안리 302번지,영업중,36.2,127.57,3.3,충청남도
1454,산내들 패밀리 어드벤처파크,"일반야영장,글램핑",경상북도 김천시 지례면 도곡리 519,영업중,35.98,128.02,2.3,경상북도
1455,산내들민박&오토캠핑장,일반야영장,충청북도 제천시 봉양읍 연박리 319-4번지,영업중,37.11,128.11,0.0,충청북도
1456,산내들민박&오토캠핑장,일반야영장,충청북도 제천시 봉양읍 연박리 352번지,영업중,37.11,128.11,0.0,충청북도
1457,하이락 글램핑장,자동차야영장,충청북도 제천시 봉양읍 연박리 319-4번지,영업중,37.11,128.11,0.0,충청북도
1458,하이락 글램핑장,자동차야영장,충청북도 제천시 봉양읍 연박리 352번지,영업중,37.11,128.11,0.0,충청북도
1459,산내편안관광농원,일반야영장,경상북도 경주시 산내면 외칠리 3,영업중,35.76,129.04,0.0,경상북도
1460,산내편안관광농원,일반야영장,경상북도 경주시 산내면 외칠리 3-12,영업중,35.76,129.04,0.0,경상북도
1461,산노리 캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1000번지,영업중,37.24,128.17,5.0,강원도
1462,산들래 야영장,일반야영장,경기도 화성시 비봉면 자안리 147-4,영업중,37.21,126.89,1.3,경기도
1463,산들래 야영장,일반야영장,경기도 화성시 비봉면 청요리 692,영업중,37.21,126.89,1.3,경기도
1464,산내들 야영장,일반야영장,경기도 화성시 비봉면 자안리 147-4,영업중,37.21,126.89,1.0,경기도
1465,산내들 야영장,일반야영장,경기도 화성시 비봉면 청요리 692,영업중,37.21,126.89,1.0,경기도
1466,산사랑 글램핑,글램핑,강원도 원주시 소초면 학곡리 223-3번지,폐업,37.43,128.06,2.5,강원도
1467,산사랑 글램핑,글램핑,강원도 원주시 소초면 학곡리 103번지,영업중,37.43,128.06,2.5,강원도
1468,한다리골 야영장,일반야영장,강원도 원주시 소초면 학곡리 223-3번지,폐업,37.43,128.06,1.0,강원도
1469,한다리골 야영장,일반야영장,강원도 원주시 소초면 학곡리 103번지,영업중,37.43,128.06,1.0,강원도
1470,산새소리캠핑장,일반야영장,충청북도 괴산군 청천면 여사왕리 263-4번지,영업중,36.74,127.76,5.0,충청북도
1471,산솔 캠핑장,자동차야영장,강원도 영월군 중동면 녹전리 193번지,영업중,37.15,128.71,4.7,강원도
1472,산아래 캠핑장,일반야영장,경상북도 영주시 부석면 남대리 46-2,영업중,37.04,128.68,3.3,경상북도
1473,산아래 캠핑장,일반야영장,경상북도 영주시 부석면 남대리 45-3번지,영업중,37.04,128.68,3.3,경상북도
1474,선달산계곡캠핑장,일반야영장,경상북도 영주시 부석면 남대리 46-2,영업중,37.04,128.68,0.0,경상북도
1475,선달산계곡캠핑장,일반야영장,경상북도 영주시 부석면 남대리 45-3번지,영업중,37.04,128.68,0.0,경상북도
1476,산애 캠핑장,일반야영장,경상남도 함양군 서하면 봉전리 550-1,영업중,35.64,127.74,0.0,경상남도
1477,산우물 쉼터,"일반야영장,자동차야영장",경기도 안성시 양성면 산정리 240-12번지,폐업,37.08,127.19,4.0,경기도
1478,산으로 캠핑장,일반야영장,강원도 홍천군 서면 마곡리 산 124-2번지,영업중,37.71,127.57,5.0,강원도
1479,산음숲자연학교 힐링캠핑장,일반야영장,"경기도 양평군 단월면 산음리 230-4 ,231-1",영업중,37.61,127.6,0,경기도
1480,산음캠핑(글램핑),글램핑,경기도 양평군 단월면 산음리 685-1,영업중,37.6,127.6,5.0,경기도
1481,산음캠핑(글램핑),글램핑,경기도 양평군 단월면 산음리 662-7,영업중,37.6,127.6,5.0,경기도
1482,천사봉오토캠핑장,자동차야영장,경기도 양평군 단월면 산음리 685-1,영업중,37.6,127.6,5.0,경기도
1483,천사봉오토캠핑장,자동차야영장,경기도 양평군 단월면 산음리 662-7,영업중,37.6,127.6,5.0,경기도
1484,산정호수 가족글램핑장,"일반야영장,글램핑","경기도 포천시 영북면 산정리 451번지 외 3필지(448-1, 448-2, 450)",영업중,38.07,127.32,4.5,경기도
1485,산정호수글램핑,일반야영장,경기도 포천시 영북면 산정리 390-4번지,영업중,38.09,127.32,1.8,경기도
1486,산정호수글램핑,일반야영장,경기도 포천시 영북면 산정리 353-8,영업중,38.09,127.32,1.8,경기도
1487,산청지막계곡캠핑장,일반야영장,경상남도 산청군 금서면 지막리 1073-1 외 6필지,영업중,35.39,127.82,2.6,경상남도
1488,산촌오토캠핑장,"일반야영장,자동차야영장",경기도 동두천시 탑동동 322-6,영업중,37.9,127.12,2.0,경기도
1489,산촌오토캠핑장,"일반야영장,자동차야영장",경기도 동두천시 탑동동 279-1번지 외 2필지,영업중,37.9,127.12,2.0,경기도
1490,벨라캠핑장,자동차야영장,경기도 동두천시 탑동동 322-6,영업중,37.9,127.12,5.0,경기도
1491,벨라캠핑장,자동차야영장,경기도 동두천시 탑동동 279-1번지 외 2필지,영업중,37.9,127.12,5.0,경기도
1492,산타파크캠핑장,자동차야영장,강원도 태백시 황지동 291-6,휴업,37.21,128.98,0.0,강원도
1493,살구나무글램핑&펜션,"카라반,글램핑",강원도 횡성군 서원면 유현리 462,영업중,37.53,127.86,5.0,강원도
1494,삼남매와 뭉치네 캠핑장,자동차야영장,강원도 평창군 봉평면 원길리 910,영업중,37.63,128.36,3.7,강원도
1495,삼밭골글램핑,일반야영장,경상북도 영천시 야사동 619,휴업,35.99,128.94,0.0,경상북도
1496,삼원레저타운,일반야영장,충청남도 서산시 팔봉면 진장리 1000번지,폐업,36.78,126.35,3.3,충청남도
1497,삼원레저타운,일반야영장,충청남도 서산시 팔봉면 진장리 1000번지,폐업,36.78,126.35,3.3,충청남도
1498,삼원레저타운,일반야영장,충청남도 서산시 팔봉면 진장리 1000번지,영업중,36.78,126.35,3.3,충청남도
1499,삼원레저타운,일반야영장,충청남도 서산시 팔봉면 진장리 1000번지,영업중,36.78,126.35,3.3,충청남도
1500,삼정오토캠핑장,일반야영장,경기도 포천시 신북면 삼정리 291번지 외 1필지(291-5번지),영업중,37.98,127.14,0.0,경기도
1501,삼화리 동광 캠핑장,자동차야영장,경기도 연천군 미산면 삼화리 112번지,영업중,38.02,126.98,4.5,경기도
1502,평화강변수목 캠핑장,자동차야영장,경기도 연천군 미산면 삼화리 112번지,영업중,38.02,126.98,3.4,경기도
1503,물골삼화힐링타운캠핑장,"일반야영장,자동차야영장",경기도 가평군 상면 봉수리 14,영업중,37.84,127.32,0.0,경기도
1504,핀란드캠핑성,글램핑,경기도 가평군 상면 봉수리 14,영업중,37.84,127.32,4.7,경기도
1505,상상글램핑,글램핑,"경기도 양평군 옥천면 용천리 156-100 ,156-127",영업중,37.55,127.5,2.0,경기도
1506,상상글램핑,글램핑,경기도 양평군 옥천면 용천리 155-18,영업중,37.55,127.5,2.0,경기도
1507,상소오토캠핑장,일반야영장,대전광역시 동구 상소동 50번지,영업중,36.24,127.47,4.5,대전광역시
1508,캠프향기,"카라반,글램핑",대전광역시 동구 상소동 50번지,영업중,36.24,127.47,4.7,대전광역시
1509,꿈꾸는 농부 오토캠핑장,일반야영장,대전광역시 동구 상소동 50번지,영업중,36.24,127.47,5.0,대전광역시
1510,상순네 오토캠핑장,자동차야영장,강원도 영월군 산솔면 이목리 571 외 1필지,영업중,37.16,128.66,5.0,강원도
1511,상주 경천대 오토 캠핑장,"일반야영장,카라반",경상북도 상주시 사벌국면 삼덕리 3-3,폐업,36.45,128.24,0.0,경상북도
1512,상주 우산캠핑장,일반야영장,경상북도 상주시 외서면 우산리 223-3번지,영업중,36.47,128.07,4.5,경상북도
1513,상주보 캠프존 휴,"일반야영장,글램핑",경상북도 상주시 도남동 7-3,영업중,36.46,128.25,0.0,경상북도
1514,새막골 캠프,자동차야영장,강원도 영월군 무릉도원면 두산리 304-1번지,영업중,37.32,128.18,5.0,강원도
1515,생각나무자연학교,일반야영장,경상남도 진주시 미천면 오방리 141-4번지,휴업,35.29,128.13,0.0,경상남도
1516,생각속의 집,글램핑,강원도 원주시 지정면 판대리 45-5,영업중,37.37,127.8,3.6,강원도
1517,서당골캠핑장,"일반야영장,자동차야영장",경상남도 밀양시 무안면 화봉리 1528번지,영업중,35.52,128.6,5.0,경상남도
1518,서대산 드림 캠핑파크,일반야영장,충청남도 금산군 추부면 성당리 2-2,영업중,36.24,127.53,4.8,충청남도
1519,서정오토캠핑장,"일반야영장,자동차야영장",경기도 연천군 장남면 원당리 45-8,영업중,38.0,126.89,0,경기도
1520,서정오토캠핑장,"일반야영장,자동차야영장",경기도 연천군 장남면 원당리 41번지,영업중,38.0,126.89,0,경기도
1521,힐링카라반,카라반,경기도 연천군 장남면 원당리 45-8,영업중,38.0,126.89,4.0,경기도
1522,힐링카라반,카라반,경기도 연천군 장남면 원당리 41번지,영업중,38.0,126.89,4.0,경기도
1523,연천 사미천 캠핑장,자동차야영장,경기도 연천군 장남면 원당리 45-8,영업중,38.0,126.89,0.0,경기도
1524,연천 사미천 캠핑장,자동차야영장,경기도 연천군 장남면 원당리 41번지,영업중,38.0,126.89,0.0,경기도
1525,서종힐링캠핑장,자동차야영장,경기도 양평군 서종면 노문리 439,영업중,37.65,127.43,4.3,경기도
1526,서종힐링캠핑장,자동차야영장,경기도 양평군 서종면 노문리 418-1,영업중,37.65,127.43,4.3,경기도
1527,서종힐링캠핑장,자동차야영장,경기도 양평군 서종면 노문리 465,영업중,37.65,127.43,4.3,경기도
1528,서천 금빛노을 서울캠핑장,일반야영장,충청남도 서천군 마서면 장선리 128-3번지,영업중,36.05,126.72,5.0,충청남도
1529,서천갯벌체험글램핑,"일반야영장,글램핑",충청남도 서천군 서면 월호리 78-1번지,영업중,36.14,126.57,0.0,충청남도
1530,서천해양캠핑장,"일반야영장,카라반,글램핑",충청남도 서천군 서면 마량리 90-3,영업중,36.14,126.5,2.8,충청남도
1531,서해땅끝파도리아치내캠핑장,일반야영장,충청남도 태안군 소원면 파도리 1318번지,영업중,36.72,126.13,3.0,충청남도
1532,석교리 야영장,자동차야영장,강원도 양양군 강현면 석교리 34,영업중,38.12,128.57,3.6,강원도
1533,조각가 박시동 미술관,"카라반,글램핑",경기도 연천군 백학면 석장리 875-16,영업중,38.05,126.92,0.0,경기도
1534,선녀와 나무꾼 캠핑장,일반야영장,충청북도 제천시 청풍면 신리 214-4,영업중,37.0,128.15,0.0,충청북도
1535,선녀와나무꾼,"일반야영장,카라반,글램핑",경기도 양주시 덕계동 540,영업중,37.83,127.05,0.0,경기도
1536,선야봉 캠핑장,일반야영장,전라북도 완주군 운주면 고당리 230,영업중,36.05,127.34,5.0,전라북도
1537,선운산도립공원야영장,일반야영장,전라북도 고창군 아산면 삼인리 347,영업중,35.5,126.58,0.0,전라북도
1538,설매재 자연휴양림 야영장,자동차야영장,경기도 양평군 옥천면 용천리 산 29-21,영업중,37.56,127.51,2.2,경기도
1539,설뫼충효테마파크야영장,일반야영장,경상남도 의령군 부림면 입산리 15-1번지 설뫼지구 농어촌테마공원,영업중,35.46,128.35,0.0,경상남도
1540,섬지캠핑장,일반야영장,"전라남도 구례군 토지면 외곡리 963-4번지 , 963-5번지",영업중,35.2,127.59,0.0,전라남도
1541,섬진강 마실휴양숙박시설단지,"일반야영장,카라반",전라북도 순창군 적성면 석산리 1-1,영업중,35.46,127.2,4.6,전라북도
1542,섬진강문화학교 캠핑장,일반야영장,전라남도 곡성군 죽곡면 동계리 269번지,영업중,35.15,127.36,0.0,전라남도
1543,성당포구금강체험관야영장,일반야영장,전라북도 익산시 성당면 성당리 283-6,영업중,36.13,126.92,4.0,전라북도
1544,성동힐링센터 휴(休)영월캠프,"자동차야영장,글램핑",강원도 영월군 영월읍 문산리 483-1,영업중,37.27,128.53,5.0,강원도
1545,성주자연오토캠핑장,일반야영장,경상북도 성주군 가천면 화죽리 372-2번지,영업중,35.87,128.16,0.0,경상북도
1546,성주자연오토캠핑장,일반야영장,경상북도 성주군 가천면 화죽리 5951번지,영업중,35.87,128.16,0.0,경상북도
1547,세계인의 랜드,자동차야영장,경기도 양평군 단월면 향소리 124번지,휴업,37.56,127.66,0.0,경기도
1548,세라핌캠프,"자동차야영장,글램핑",경기도 가평군 설악면 설곡리 777,영업중,37.62,127.51,1.8,경기도
1549,세라핌캠프,"자동차야영장,글램핑",경기도 가평군 설악면 설곡리 730-1,영업중,37.62,127.51,1.8,경기도
1550,소나무숲아래,자동차야영장,충청북도 충주시 수안보면 미륵리 206-2,영업중,36.82,128.09,5.0,충청북도
1551,소도캠핑장,일반야영장,"경기도 포천시 일동면 화대리 99 외 5필지(98, 98-2, 98-3, 99-1, 97-1)",영업중,37.96,127.33,0.0,경기도
1552,소막골야영장,일반야영장,경상남도 산청군 삼장면 평촌리 산 118-1,영업중,35.35,127.82,2.5,경상남도
1553,소백산국립공원 남천야영장,일반야영장,충청북도 단양군 영춘면 남천리 산 60-1,영업중,37.04,128.51,3.5,충청북도
1554,소백산삼가야영장,일반야영장,경상북도 영주시 풍기읍 삼가리 302-1,영업중,36.93,128.5,4.7,경상북도
1555,소석힐링캠핑장,일반야영장,경상남도 양산시 상북면 소석리 165-2,영업중,35.4,129.05,0.0,경상남도
1556,소풍관광농원,일반야영장,충청북도 단양군 영춘면 의풍리 883번지,영업중,37.08,128.61,1.0,충청북도
1557,속리산 사계절 캠핑장,일반야영장,경상북도 상주시 화북면 중벌리 270-3번지,영업중,36.6,127.84,5.0,경상북도
1558,속리산사나래캠핑장,자동차야영장,충청북도 보은군 산외면 장갑리 318,영업중,36.57,127.77,2.6,충청북도
1559,속리산알프스야영장,자동차야영장,충청북도 보은군 산외면 장갑리 11번지,영업중,36.57,127.78,3.0,충청북도
1560,솔내음 야영장,일반야영장,충청남도 서천군 서면 도둔리 1235번지,영업중,36.17,126.53,3.8,충청남도
1561,솔내음캠핑장,일반야영장,경기도 김포시 통진읍 옹정리 248-5,영업중,37.69,126.58,3.7,경기도
1562,솔다람숲힐링파크,자동차야영장,경기도 가평군 가평읍 두밀리 216,영업중,37.82,127.45,3.7,경기도
1563,솔다람숲힐링파크,자동차야영장,경기도 가평군 가평읍 두밀리 산 94-5,영업중,37.82,127.45,3.7,경기도
1564,그라티아 글램핑,글램핑,경기도 가평군 가평읍 두밀리 216,영업중,37.82,127.45,5.0,경기도
1565,그라티아 글램핑,글램핑,경기도 가평군 가평읍 두밀리 산 94-5,영업중,37.82,127.45,5.0,경기도
1566,솔뜰 캠핑장,"일반야영장,자동차야영장",경기도 양평군 옥천면 신복리 424-1,영업중,37.54,127.47,3.7,경기도
1567,숲속의야영장,자동차야영장,경기도 양평군 옥천면 신복리 424-1,영업중,37.54,127.47,0.0,경기도
1568,솔밭 캠프장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 법흥리 612-5,영업중,37.33,128.27,4.0,강원도
1569,솔밭 캠프장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 법흥리 630,영업중,37.33,128.27,4.0,강원도
1570,솔밭 캠프장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 법흥리 655-4,영업중,37.33,128.27,4.0,강원도
1571,솔밭 캠프장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 법흥리 702-6번지,영업중,37.33,128.27,4.0,강원도
1572,청산 캠프,자동차야영장,강원도 영월군 무릉도원면 법흥리 612-5,영업중,37.33,128.27,4.0,강원도
1573,청산 캠프,자동차야영장,강원도 영월군 무릉도원면 법흥리 630,영업중,37.33,128.27,4.0,강원도
1574,청산 캠프,자동차야영장,강원도 영월군 무릉도원면 법흥리 655-4,영업중,37.33,128.27,4.0,강원도
1575,청산 캠프,자동차야영장,강원도 영월군 무릉도원면 법흥리 702-6번지,영업중,37.33,128.27,4.0,강원도
1576,풍경,자동차야영장,강원도 영월군 무릉도원면 법흥리 612-5,영업중,37.33,128.27,0.0,강원도
1577,풍경,자동차야영장,강원도 영월군 무릉도원면 법흥리 630,영업중,37.33,128.27,0.0,강원도
1578,풍경,자동차야영장,강원도 영월군 무릉도원면 법흥리 655-4,영업중,37.33,128.27,0.0,강원도
1579,풍경,자동차야영장,강원도 영월군 무릉도원면 법흥리 702-6번지,영업중,37.33,128.27,0.0,강원도
1580,솔밭관광농원,일반야영장,충청북도 괴산군 괴산읍 능촌리 82-1,폐업,36.84,127.85,0.0,충청북도
1581,솔밭관광농원,일반야영장,충청북도 괴산군 괴산읍 능촌리 1번지,영업중,36.84,127.85,0.0,충청북도
1582,자연애캠핑장,일반야영장,충청북도 괴산군 괴산읍 능촌리 82-1,폐업,36.84,127.85,4.0,충청북도
1583,자연애캠핑장,일반야영장,충청북도 괴산군 괴산읍 능촌리 1번지,영업중,36.84,127.85,4.0,충청북도
1584,솔밭야영장,일반야영장,강원도 양양군 서면 오색리 175-1,영업중,38.07,128.5,2.3,강원도
1585,솔밭야영장,일반야영장,강원도 양양군 서면 오색리 85번지,영업중,38.07,128.5,2.3,강원도
1586,솔밭펜션캠핑장,자동차야영장,경기도 가평군 조종면 신상리 262-74,영업중,37.85,127.35,4.0,경기도
1587,솔밭펜션캠핑장,자동차야영장,경기도 가평군 하면 신상리 477번지,영업중,37.85,127.35,4.0,경기도
1588,솔밭펜션캠핑장,자동차야영장,경기도 가평군 조종면 신상리 261-5번지,영업중,37.85,127.35,4.0,경기도
1589,솔밭펜션캠핑장,자동차야영장,경기도 가평군 조종면 신상리 257-1번지,영업중,37.85,127.35,4.0,경기도
1590,새연카라반리조트,"자동차야영장,카라반",경기도 가평군 조종면 신상리 262-74,영업중,37.85,127.35,3.6,경기도
1591,새연카라반리조트,"자동차야영장,카라반",경기도 가평군 하면 신상리 477번지,영업중,37.85,127.35,3.6,경기도
1592,새연카라반리조트,"자동차야영장,카라반",경기도 가평군 조종면 신상리 261-5번지,영업중,37.85,127.35,3.6,경기도
1593,새연카라반리조트,"자동차야영장,카라반",경기도 가평군 조종면 신상리 257-1번지,영업중,37.85,127.35,3.6,경기도
1594,용수 그린랜드,"자동차야영장,글램핑",경기도 가평군 조종면 신상리 262-74,영업중,37.85,127.35,3.7,경기도
1595,용수 그린랜드,"자동차야영장,글램핑",경기도 가평군 하면 신상리 477번지,영업중,37.85,127.35,3.7,경기도
1596,용수 그린랜드,"자동차야영장,글램핑",경기도 가평군 조종면 신상리 261-5번지,영업중,37.85,127.35,3.7,경기도
1597,용수 그린랜드,"자동차야영장,글램핑",경기도 가평군 조종면 신상리 257-1번지,영업중,37.85,127.35,3.7,경기도
1598,사천비토솔섬오토캠핑장,자동차야영장,경상남도 사천시 서포면 선전리 890-2,영업중,34.99,127.97,5.0,경상남도
1599,솔잎오토캠핑장,일반야영장,강원도 평창군 봉평면 흥정리 179-1,영업중,37.66,128.33,0,강원도
1600,솔티야영장,일반야영장,충청북도 단양군 단양읍 천동리 380-10번지,영업중,36.97,128.42,0,충청북도
1601,천동계곡 야영장,일반야영장,충청북도 단양군 단양읍 천동리 380-10번지,영업중,36.97,128.42,4.2,충청북도
1602,천동오토캠핑장,"일반야영장,자동차야영장",충청북도 단양군 단양읍 천동리 380-10번지,영업중,36.97,128.42,4.0,충청북도
1603,다리안관광지,자동차야영장,충청북도 단양군 단양읍 천동리 380-10번지,영업중,36.97,128.42,0.0,충청북도
1604,송가네 오가리캠핑장,일반야영장,경기도 포천시 창수면 오가리 811번지,영업중,38.02,127.17,5.0,경기도
1605,어은돌송림캠핑장,일반야영장,충청남도 태안군 소원면 모항리 770-11,영업중,36.75,126.14,4.7,충청남도
1606,송백농원캠핑장,일반야영장,경상남도 양산시 상북면 외석리 314,영업중,35.44,129.05,0.0,경상남도
1607,송정 자연휴양림,일반야영장,경상북도 칠곡군 석적읍 반계리 산 9-1,영업중,36.02,128.45,5.0,경상북도
1608,송천떡마을야영장,자동차야영장,강원도 양양군 서면 송천리 203-2,영업중,38.05,128.55,0.0,강원도
1609,송호리 국민관광지 야영장,자동차야영장,충청북도 영동군 양산면 송호리 278-14,영업중,36.13,127.68,3.8,충청북도
1610,수락베이스캠프,"일반야영장,글램핑",충청남도 논산시 벌곡면 수락리 118-4,영업중,36.14,127.3,4.0,충청남도
1611,대둔산 수락캠핑장,자동차야영장,충청남도 논산시 벌곡면 수락리 118-4,영업중,36.14,127.3,4.0,충청남도
1612,수목원프로방스 캠핑장,일반야영장,"경기도 포천시 신북면 금동리 12-4 12, 15번지",영업중,37.94,127.14,4.2,경기도
1613,수봉야영장,자동차야영장,강원도 양양군 서면 오색리 3번지,영업중,38.08,128.51,4.0,강원도
1614,수승대 오토캠핑장,일반야영장,경상남도 거창군 위천면 강천리 3번지,영업중,35.76,127.83,0.0,경상남도
1615,수승대야영장,일반야영장,경상남도 거창군 위천면 강천리 3번지,영업중,35.76,127.83,0.0,경상남도
1616,수원산 오토캠핑장,일반야영장,경기도 포천시 군내면 직두리 450번지 외 1필지(217번지),영업중,37.86,127.24,5.0,경기도
1617,수원산 오토캠핑장,일반야영장,"경기도 포천시 군내면 명산리 12-6 , 16, 34",영업중,37.86,127.24,5.0,경기도
1618,순창향 관광농원 오토캠핑장,일반야영장,전라북도 순창군 구림면 화암리 1086,휴업,35.43,127.06,0.0,전라북도
1619,숲과펜션야영장,일반야영장,강원도 평창군 방림면 방림리 1775-2번지,영업중,37.44,128.36,0.0,강원도
1620,숲들내캠핑장,"일반야영장,글램핑",충청남도 천안시 동남구 북면 납안리 86번지,영업중,36.86,127.27,2.6,충청남도
1621,숲속 동키마을 캠핑장,자동차야영장,강원도 홍천군 홍천읍 상오안리 420-1,휴업,37.64,127.81,0,강원도
